RoomNo,Width,Height,,Keys,Wall,PlayerStart,enemy,Ammo,,Pistol,Rifle,Carbine,MecTools,EleTools,Shield,,,PStation,BrokPS,EleTrap,,,,,,,,,,,,,,,,,,,
1,0,0,0,0,0,1,0,0,0,0,1,0,99,99,99,99,99,99,0,99,0,0,0,99,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1
1,0,0,0,0,0,1,98,40,0,0,1,0,0,0,0,0,0,0,0,99,99,99,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1
1,0,0,0,0,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
1,0,0,0,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
1,4,4,99,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,1
1,4,4,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
1,4,4,99,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,1,1,1,1,4,1
1,0,0,99,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1
1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,40,0,0,0,1
1,0,0,0,0,0,3,0,0,0,3,0,0,0,98,0,0,0,0,0,98,0,98,0,98,0,0,0,98,0,0,1,1,1,0,0,0,0,0,1
1,0,3,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,98,0,98,0,98,98,0,0,98,0,1,1,1,0,20,0,40,0,0,1
1,98,98,3,0,0,0,0,0,0,0,0,0,0,98,98,0,98,0,98,98,0,98,3,98,98,98,0,98,1,1,1,0,50,0,0,0,0,98,1
1,98,98,0,0,0,0,0,3,0,3,0,0,0,0,98,98,98,98,98,0,0,98,0,98,0,98,98,98,1,1,0,0,0,0,0,0,98,98,1
1,98,98,0,0,3,40,0,0,0,0,0,0,0,0,0,98,0,98,0,0,0,98,0,98,0,0,98,98,1,0,0,0,0,0,0,98,98,98,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
